"id";"code";"office_name";"status";"user_id_created";"created_site_id";"created_time_stamp";"user_id_modified";"modified_site_id";"modified_time_stamp";"contact_person";"email_id";"contact_no";"ce_empid"
100201000000060;"4001";"South Region";"A";10001;200;"2010-06-09 12:44:56";;;"";"";"";"";1040955
100201000000022;"5001";"Central Region";"A";10002;200;"2010-06-08 14:50:50";;;"";"";"";"";1095801
100201000000040;"6001";"North Region";"A";10001;200;"2010-06-09 11:34:21";;;"";"";"";"";1033513
102820150000090;"6002";"North Malabar Region";"A";10001;200;"2022-12-28 12:30:06";;;"";"";"";"";1041806
